tags: darakwon 16-과

[sound:색.mp3]	색<ul><span style="color:black">&#9633;</span>&nbsp;하얀색 / 흰색<br><span style="color:yellow">&#9632;</span>&nbsp;노란색<br><span style="color:green">&#9632;</span>&nbsp;녹색<br><span style="color:blue">&#9632;</span>&nbsp;파란색<br><span style="color:red">&#9632;</span>&nbsp;빨간색<br><span style="color:pink">&#9632;</span>&nbsp;분홍색<br><span style="color:orange">&#9632;</span>&nbsp;주황색<br><span style="color:purple">&#9632;</span>&nbsp;보라색<br><span style="color:brown">&#9632;</span>&nbsp;갈색<br><span style="color:grey">&#9632;</span>&nbsp;회색<br><span style="color:black">&#9632;</span>&nbsp;까만색 / 검은색</ul>	couleur
[sound:안_지_않다.mp3]	안<hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">-지 않다 <span class="발음">[안<span style="font-weight: bold">타</span>]</span></div><div class="불규칙">(동사 | 형용사)</div></div></div>	ne pas<p class="small">(&#10102; adverbe de négation&nbsp;; &#10103; verbe auxiliaire)</p><ul><span class="em" style="font-size: 143%">안</span> exprime la négation ou le refus du sujet d'accomplir une action. Il se positionne généralement devant le verbe, cependant &hellip;<br><br><li>utilisé avec des verbes d'action (동사) combinés avec <span class="em">하다</span>, il se place juste devant le verbe 하다<ul style="font-size: 100%; list-style-type: circle"><li>공부하다 &rarr; 공부 안 하다</li><li>운전하다 &rarr; 운전 안 하다</li></ul><br><li>utilisé avec des verbes de description (형용사) combinés avec <span class="em">하다</span>, il se place devant le verbe comme les autres<ul style="font-size: 100%; list-style-type: circle"><li>친절하다 &rarr; 안 친절하다</li><li>피곤하다 &rarr; 안 피곤하다</li></ul></li><p><span class="em" style="font-size: 143%">않다</span> agit comme un verbe (동사) lorsqu'il nie un verbe et comme un adjectif (형용사) lorsqu'il nie un adjectif. La construction <span class="em">-지 않다</span> est plus formelle que l'usage de l'adverbe de négation <span class="em">안</span>&nbsp;; elle s'utilise autant à l'écrit qu'à l'oral.<p>Certaines formes privilégient, voire imposent, un des deux types de négation. Par exemple, la négation de type <span class="em">-지 않다</span> est généralement utilisée avec les <span class="em">adjectifs en -스럽다</span> ainsi que les <span class="em">verbes intrinsèquement négatifs</span> (tels que 없다, “ne pas avoir”, et 모르다, “ne pas savoir”). En revanche, les questions rhétoriques sont obligatoirement infirmées avec l'adverbe 안.<p><br>&mdash;&nbsp;이건 조금 작네요. &mdash;&nbsp;아니요, 작지 않아요.<br>&mdash;&nbsp;<span style="font-style: italic">Celui-ci est un peu petit, non&nbsp;?</span> &mdash;&nbsp;<span style="font-style: italic">Non, il n'est pas petit.</span><br><br>&mdash;&nbsp;이 구두도 예쁘네요. 그런데 제 빨간색 치마하고 어울리지 않아요.<br>&mdash;&nbsp;<span style="font-style: italic">Ces chaussures sont également jolies&nbsp;! Cependant elles ne vont pas avec ma jupe rouge.</span><br><br>&mdash;&nbsp;옷가게에서 티셔츠하고 치마를 입어 봤습니다. 그런데 치마가 예쁘지 않아서 티셔츠만 샀습니다.<br>&mdash;&nbsp;<span style="font-style: italic">Dans un magasin de vêtements elle a essayé un t-shirt et une jupe. Cependant comme la jupe n'était pas jolie, elle a acheté seulement le t-shirt.</span><br><br>&mdash;&nbsp;마리 씨는 검은색 구두를 사고 싶었지만 비싸서 사지 않았습니다.<br>&mdash;&nbsp;<span style="font-style: italic">Marie voulait acheter des chaussures noires, mais elle ne les a pas achetées car elles étaient chères.</span><br><br>&mdash;&nbsp;많이 자면 피곤하지 않아요.<br>&mdash;&nbsp;<span style="font-style: italic">Quand je dors beaucoup je ne suis pas fatigué.</span></ul>
[sound:않습니다.mp3]	<span class="small">(-지)</span> 않습니다 <span class="발음">[안<span style="font-weight: bold">슴</span>니다]</span><hr/>않으십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">않다</div><div class="불규칙">(동사 | 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">않으십니다</div>않습니다</div><div class="해요체"><div class="높임">않으세요</div>않아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">않으셨습니다</div>않았습니다</div><div class="해요체"><div class="높임">않으셨어요</div>않았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">않으실 겁니다</div>않을 겁니다</div><div class="해요체"><div class="높임">않으실 거예요</div>않을 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">않으시고</div>않고</div><div class="지만"><div class="높임">않으시지만</div>않지만</div><div class="는데"><div class="높임">않으신데</div>않은데</div><div class="면"><div class="높임">않으시면</div>않으면</div><div class="서"><div class="높임">않으셔서</div>않아서</div></div></div>	ne pas<p class="small">(하십시오체, registre formel poli&nbsp;; 현재, présent)</p>
[sound:않아요.mp3]	<span class="small">(-지)</span> 않아요 <span class="발음">[아나요]</span><hr/>않으세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">않다</div><div class="불규칙">(동사 | 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">않으십니다</div>않습니다</div><div class="해요체"><div class="높임">않으세요</div>않아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">않으셨습니다</div>않았습니다</div><div class="해요체"><div class="높임">않으셨어요</div>않았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">않으실 겁니다</div>않을 겁니다</div><div class="해요체"><div class="높임">않으실 거예요</div>않을 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">않으시고</div>않고</div><div class="지만"><div class="높임">않으시지만</div>않지만</div><div class="는데"><div class="높임">않으신데</div>않은데</div><div class="면"><div class="높임">않으시면</div>않으면</div><div class="서"><div class="높임">않으셔서</div>않아서</div></div></div>	ne pas<p class="small">(해요체, registre informel poli&nbsp;; 현재, présent)</p>
[sound:않았어요.mp3]	<span class="small">(-지)</span> 않았어요 <span class="발음">[아나써요]</span><hr/>않으셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">않다</div><div class="불규칙">(동사 | 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">않으십니다</div>않습니다</div><div class="해요체"><div class="높임">않으세요</div>않아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">않으셨습니다</div>않았습니다</div><div class="해요체"><div class="높임">않으셨어요</div>않았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">않으실 겁니다</div>않을 겁니다</div><div class="해요체"><div class="높임">않으실 거예요</div>않을 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">않으시고</div>않고</div><div class="지만"><div class="높임">않으시지만</div>않지만</div><div class="는데"><div class="높임">않으신데</div>않은데</div><div class="면"><div class="높임">않으시면</div>않으면</div><div class="서"><div class="높임">않으셔서</div>않아서</div></div></div>	ne pas<p class="small">(해요체, registre informel poli&nbsp;; 과거, passé)</p>
[sound:않을_거예요.mp3]	<span class="small">(-지)</span> 않을 거예요 <span class="발음">[아늘]</span><hr/>않으실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">않다</div><div class="불규칙">(동사 | 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">않으십니다</div>않습니다</div><div class="해요체"><div class="높임">않으세요</div>않아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">않으셨습니다</div>않았습니다</div><div class="해요체"><div class="높임">않으셨어요</div>않았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">않으실 겁니다</div>않을 겁니다</div><div class="해요체"><div class="높임">않으실 거예요</div>않을 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">않으시고</div>않고</div><div class="지만"><div class="높임">않으시지만</div>않지만</div><div class="는데"><div class="높임">않으신데</div>않은데</div><div class="면"><div class="높임">않으시면</div>않으면</div><div class="서"><div class="높임">않으셔서</div>않아서</div></div></div>	ne pas<p class="small">(해요체, registre informel poli&nbsp;; 미래, future)</p>


[sound:기분.mp3]	기분	humeur<ul><li>표현 (expression)<br><br>&mdash;&nbsp;기분이 좋다<br>&mdash;&nbsp;<span style="font-style: italic">être de bonne humeur</span><br><br>&mdash;&nbsp;기분이 나쁘다<br>&mdash;&nbsp;<span style="font-style: italic">être de mauvaise humeur</span></li></ul>
[sound:기분이_좋다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">기분이 좋다 <span class="발음">[조<span style="font-weight: bold">타</span>]</span></div><div class="불규칙">(형용사)</div></div></div><p class="small">(&ne;&nbsp;기분이 나쁘다)</p>	être de bonne humeur<p class="small">(&ne;&nbsp;être de mauvaise humeur)</p><ul><li>adjectif régulier</li></ul>
[sound:기분이_나쁘다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">기분이 나쁘다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div></div><p class="small">(&ne;&nbsp;기분이 좋다)</p>	être de mauvaise humeur<p class="small">(&ne;&nbsp;être de bonne humeur)</p><ul><li>adjectif irrégulier en “으”&nbsp;: ㅡ disparaît devant voyelle</li></ul>



# 대화 1

[sound:사미라는_옷가게에_가서_옷을_구경합니다.mp3]	<ul>사미라는 옷가게에 가서 옷을 구경합니다.<li><span class="light">(점원)</span> 어서 오세요. 뭐 찾으세요?</li><li><span class="light">(사미라)</span> 티셔츠를 사러 왔어요.</li><li>이 티셔츠 어때요?</li><li>글쎄요. 그저 그래요.</li><li>그럼 이건 어때요? 요즘 이 빨간색 티셔츠가 유행이에요. 한번 입어 보세요.</li></ul>	<ul>Samira est allée au magasin de vêtements pour regarder des vêtements.<li><span class="light">(vendeuse)</span> Bienvenue. Que cherchez-vous&nbsp;?</li><li><span class="light">(Samira)</span> Je suis venue pour acheter un t-shirt.</li><li>Que pensez-vous de celui-ci&nbsp;?</li><li>Je ne sais pas trop. Comme ci comme ça.</li><li>Alors celui-ci&nbsp;? En ce moment, ces t-shirts rouges sont à la mode. Essayez-en un.</li></ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:사미라는_티셔츠를_입어_봤지만_컸습니다.mp3]	<ul>사미라는 티셔츠를 입어 봤지만 컸습니다.<li><span class="light">(사미라)</span> 티셔츠가 예쁘지만 저한테 좀 커요.</li><li><span class="light">(점원)</span> 그러면 하얀색 티셔츠를 한번 입어 보실래요? 사이즈가 작아서 맞을 거예요.</li><li>이건 조금 작네요.</li><li>아니요, 작지 않아요. 손님께 잘 맞을 거예요.</li></ul>	<ul>Samira a essayé un t-shirt mais il était trop grand.<li><span class="light">(Samira)</span> Le t-shirt est joli mais il est un peu grand pour moi.</li><li><span class="light">(vendeuse)</span> Alors que diriez-vous d'essayer un t-shirt blanc&nbsp;? Comme c'est une petite taille, il vous ira.</li><li>Celui-ci est un peu petit, non&nbsp;?</li><li>Non, il n'est pas petit. Il vous ira parfaitement.</li></ul><p class="small">(하십시오체, registre formel poli)</p>



# 대화 2

[sound:수진_씨와_마리_씨는_구두_가게에서_구두를_삽니다.mp3]	<ul>수진 씨와 마리 씨는 구두 가게에서 구두를 삽니다.<li>마리 씨, 이 검은색 구두 좀 보세요.</li><li>어머, 참 예쁘네요. 그런데 비싸네요. 120,000원이에요.</li><li>그럼, 이 파란색 구두는 어때요?</li><li>이 구두도 예쁘네요. 가격도 안 비싸요. 그런데 제 빨간색 치마하고 어울리지 않아요.</li></ul>	<ul>Sujin et Marie achètent des chaussures dans un magasin de chaussures.<li>Marie, regarde ces chaussures noires.</li><li>Oh, elles sont vraiment jolies&nbsp;! Cependant elles sont chères&nbsp;! Elles coûtent 120 000 wons.</li><li>Alors, que dirais-tu de ces chaussures bleues&nbsp;?</li><li>Ces chaussures sont également jolies&nbsp;! Par ailleurs le prix n'est pas élevé. Cependant elles ne vont pas avec ma jupe rouge.</li></ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:이_하얀색_구두가_파란색_구두보다_더_예쁘네요.mp3]	<ul><li>여기에 하얀색 구두도 있어요.</li><li>이 하얀색 구두가 파란색 구두보다 더 예쁘네요. 제 치마하고도 잘 어울려요.</li><li>가격도 안 비싸요. 60,000원이에요.</li><li>이 구두를 사고 싶어요. 이 가게에서 검은색 구두가 제일 예쁘지만 너무 비싸요.</li></ul>	<ul><li>Il y a aussi des chaussures blanches ici.</li><li>Ces chaussures blanches sont plus jolies que les bleues&nbsp;! Elles vont bien avec ma jupe aussi.</li><li>Et elles ne sont pas chères. Elles coûtent 60 000 wons.</li><li>Je veux acheter ces chaussures. Les chaussures noires sont les plus jolies de ce magasin, mais elles sont trop chères.</li></ul>

[sound:신발_사이즈가_얼마예요.mp3]	<ul><li>마리 씨, 신발 사이즈가 얼마예요?</li><li>저는 프랑스에서 38을 신어요.</li><li>프랑스에서 38을 신으면 한국에서는 240이 맞을 거예요.</li></ul>	<ul><li>Marie, quelle est ta pointure (de chaussure)&nbsp;?</li><li>En France je chausse du 38.</li><li>Si tu chausses du 38 en France, en Corée le 240 sera parfait.</li></ul>



# 읽기

[sound:사미라는_오늘_옷을_사러_갔습니다.mp3]	<ul>사미라는 오늘 옷을 사러 갔습니다. 옷가게에서 티셔츠하고 치마를 입어 봤습니다. 그런데 치마가 예쁘지 않아서 티셔츠만 샀습니다. 그 티셔츠가 요즘 유행이고 값도 쌌습니다.</ul>	<ul>Aujourd'hui Samira est allée acheter des vêtements. Dans un magasin de vêtements elle a essayé un t-shirt et une jupe. Cependant comme la jupe n'était pas jolie, elle n'a acheté que le t-shirt. Ce t-shirt(-là) est à la mode en ce moment et son prix aussi n'était pas cher.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:사미라는_오늘_처음_한국에서_옷을_사_봤습니다.mp3]	<ul>사미라는 오늘 처음 한국에서 옷을 사 봤습니다. 사미라는 운동화도 샀습니다. 새 운동화를 신고 내일 아침부터 조깅을 할 겁니다.</ul>	<ul>Samira a acheté des vêtements en Corée pour la première fois aujourd'hui. Samira a également acheté des baskets. Elle portera ses nouvelles baskets et fera du jogging dès demain matin.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:동대문에은_옷가게와_구두_각게들이_많았습니다.mp3]	<ul>마리 씨는 수진 씨를 만나서 동대문을 구경했습니다. 동대문에는 옷가게와 구두 가게들이 많았습니다.</ul>	<ul>Comme Marie a rencontré Sujin, elle a visité Dongdaemun. À Dongdaemun il y avait de nombreux magasins de vêtements et de chaussures.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:마리_씨는_구두_가게에서_하얀색_구두를_샀습니다.mp3]	<ul>마리 씨는 구두 가게에서 하얀색 구두를 샀습니다. 하얀색 구두가 마리 씨 치마하고 잘 어울립니다. 마리 씨는 검은색 구두를 사고 싶었지만 비싸서 사지 않았습니다.</ul>	<ul>Marie a acheté des chaussures blanches dans un magasin de chaussures. Les chaussures blanches vont bien avec sa jupe. Marie voulait acheter des chaussures noires, mais elle ne les a pas achetées car elles étaient chères.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:오늘_사미라하고_마리_씨는_기분이_아주_좋았습니다.mp3]	<ul>오늘 사미라하고 마리 씨는 기분이 아주 좋았습니다.</ul>	<ul>Aujourd'hui Samira et Marie étaient de très bonne humeur.</ul><p class="small">(하십시오체, registre formel poli)</p>



# 듣기와 말하기

[sound:이자벨은_옷가게에서_점퍼를_입어_봤지만_컸습니다.mp3]	<ul>이자벨은 옷가게에서 점퍼를 입어 봤지만 컸습니다.</ul>	<ul>Isabelle a essayé un blouson dans un magasin de vêtements mais il était trop grand.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:어느_넥타이가_더_멋있어요.mp3]	<ul><li>어느 넥타이가 더 멋있어요?</li><li>글쎄요, 두 개 다 멋있어요.</li></ul>	<ul><li>Quelle cravate est la plus sympa&nbsp;?</li><li>Je ne sais pas trop, toutes les deux sont sympas.</li></ul>

[sound:줄리엥은_코트를_입고_장갑도_낍니다.mp3]	<ul>오늘은 날씨가 춥습니다. 줄리엥은 코트를 입고 장갑도 낍니다.</ul>	<ul>Aujourd'hui il fait froid. Julien porte un manteau et aussi des gants.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:기차역에_도착하면_레오한테_전화하세요.mp3]	<ul>기차역에 도착하면 레오한테 전화하세요.</ul>	<ul>Appelez Léo à votre arrivée à la gare.</ul>

[sound:이_반바지가_어때요.mp3]	<ul><li>이 반바지가 어때요?</li><li>괜찮아요. 그런데 조금 비싸요.</li></ul>	<ul><li>Que penses-tu de ce short&nbsp;?</li><li>Ça va. Toutefois il est un peu cher.</li></ul>

[sound:중국어를_공부해_봤어요.mp3]	<ul><li>중국어를 공부해 봤어요?</li><li>네, 하지만 조금 어려웠어요.</li></ul>	<ul><li>As-tu déjà étudié le chinois&nbsp;?</li><li>Oui, mais c'était un peu difficile.</li></ul>


[sound:회색_티셔츠보다_파란색_남방이_더_어울려요.mp3]	<ul>회색 티셔츠보다 파란색 남방이 더 어울려요.</ul>	<ul>La chemise bleue est plus seyante que le t-shirt gris.</ul>

[sound:제레미는_옷을_입고_구두를_신었어요.mp3]	<ul>제레미는 옷을 입고 구두를 신었어요.</ul>	<ul>Jérémie était habillé et chaussé.</ul>

[sound:이_운동화가_제일_비싸네요.mp3]	<ul>이 운동화가 제일 비싸네요.</ul>	<ul>Ces baskets sont les plus chères&nbsp;!</ul>

[sound:제_옷_사이즈는_40이에요.mp3]	<ul>제 옷 사이즈는 40이에요.</ul>	<ul>Ma taille de vêtements est le 40.</ul>

[sound:까만색_바지가_잘_맞아요.mp3]	<ul>까만색 바지가 잘 맞아요.</ul>	<ul>Le pantalon noir est à ma taille.</ul>

[sound:노란색_목도리보다_빨간색_목도리가_작아요.mp3]	<ul>노란색 목도리보다 빨간색 목도리가 작아요.</ul>	<ul>L'écharpe rouge est plus petite que la jaune.</ul>

[sound:많이_자면_피곤하지_않아요.mp3]	<ul>많이 자면 피곤하지 않아요.</ul>	<ul>Quand je dors beaucoup je ne suis pas fatigué.</ul>

[sound:니콜라는_어제_기분이_좋았어요.mp3]	<ul>니콜라는 어제 기분이 좋았어요.</ul>	<ul>Hier Nicolas était de bonne humeur.</ul>


[sound:한국의_휴대전화는_참_멋있어요.mp3]	<ul><li>휴대전화가 정말 많아요. 그리고 다 예뻐요.</li><li>물론이죠. 한국의 휴대전화는 참 멋있어요. 요즘 이 녹색 휴대전화가 유행이에요. 이 휴대전화로 음악도 듣고, 텔레비전도 보고, 인터넷도 할 수 있어요.</li><li>정말이에요?</li><li>네, 그리고 사진도 찍을 수 있어요. 그런데 값이 더 비싸요.</li></ul>	<ul><li>Il y a vraiment beaucoup de téléphones portables. Et ils sont tous jolis.</li><li>Bien sûr. Les téléphones portables coréens sont très sympas. Ce portable vert est à la mode en ce moment. Avec ce portable, tu peux écouter de la musique, regarder la télévision et même surfer sur internet.</li><li>Vraiment&nbsp;?</li><li>Oui, et tu peux prendre des photos. Cependant il est plus cher.</li></ul>

[sound:저건_사진만_찍을_수_있어서_더_싸요.mp3]	<ul><li>저 빨간색 휴대전화는 어때요?</li><li>저건 사진만 찍을 수 있어서 더 싸요.</li><li>어, 이걸 보세요. 파란색 휴대전화는 정말 작아요.</li><li>그게 제일 비싸요.</li></ul>	<ul><li>Comment est ce téléphone rouge là-bas&nbsp;?</li><li>Comme celui là-bas ne peut prendre que des photos il est plus économique.</li><li>Oh, regarde celui-ci. Ce téléphone portable bleu est vraiment petit.</li><li>Celui-là est le plus cher.</li></ul>
